date,semester,rank,team,acronym,total.points,previous.points,diff.points
2023,2,54,Slovenia,SVN,1427.84,1427.84,0
2023,2,55,Jamaica,JAM,1421.54,1421.54,0
2023,2,56,Saudi Arabia,KSA,1421.06,1421.06,0
2023,2,57,Burkina Faso,BFA,1411.01,1411.01,0
2023,2,58,Qatar,QAT,1407.3,1407.3,0
2023,2,59,Finland,FIN,1401.31,1401.31,0
2023,2,60,Republic of Ireland,IRL,1399.6,1399.6,0
2023,2,61,Ghana,GHA,1384.19,1384.19,0
2023,2,62,Albania,ALB,1382.69,1382.69,0
2023,2,63,Iraq,IRQ,1365.98,1365.98,0
2023,2,64,United Arab Emirates,UAE,1364.46,1364.46,0
2023,2,65,North Macedonia,MKD,1362.17,1362.17,0
2023,2,66,South Africa,RSA,1357.08,1357.08,0
2023,2,67,Congo DR,COD,1356.66,1356.66,0
2023,2,68,Uzbekistan,UZB,1345.26,1345.26,0
2023,2,69,Bosnia and Herzegovina,BIH,1343.32,1343.32,0
2023,2,70,Montenegro,MNE,1342.64,1342.64,0
2023,2,71,Iceland,ISL,1338.39,1338.39,0
2023,2,72,Northern Ireland,NIR,1333.17,1333.17,0
2023,2,73,Cabo Verde,CPV,1329.8,1329.8,0
2023,2,74,Oman,OMA,1324.89,1324.89,0
2023,2,75,Israel,ISR,1323.43,1323.43,0
2023,2,76,Honduras,HON,1313.8,1313.8,0
2023,2,77,Georgia,GEO,1312.45,1312.45,0
2023,2,78,El Salvador,SLV,1306.14,1306.14,0
2023,2,79,China PR,CHN,1299.49,1299.49,0
2023,2,80,Guinea,GUI,1290.01,1290.01,0
2023,2,81,Bulgaria,BUL,1289.9,1289.9,0
2023,2,82,Gabon,GAB,1289.52,1289.52,0
2023,2,83,Luxembourg,LUX,1285.41,1285.41,0
2023,2,84,Zambia,ZAM,1284.56,1284.56,0
2023,2,85,Bolivia,BOL,1284.55,1284.55,0
2023,2,86,Bahrain,BHR,1277.29,1277.29,0
2023,2,87,Jordan,JOR,1272.63,1272.63,0
2023,2,88,Equatorial Guinea,EQG,1268.43,1268.43,0
2023,2,89,Haiti,HAI,1262.5,1262.5,0
2023,2,90,Curaçao,CUW,1262.48,1262.48,0
2023,2,91,Syria,SYR,1245.27,1245.27,0
2023,2,92,Uganda,UGA,1245.08,1245.08,0
2023,2,93,Armenia,ARM,1237.15,1237.15,0
2023,2,94,Vietnam,VIE,1235.58,1235.58,0
2023,2,95,Belarus,BLR,1232.8,1232.8,0
2023,2,96,Trinidad and Tobago,TRI,1228.05,1228.05,0
2023,2,97,Benin,BEN,1225.1,1225.1,0
2023,2,98,Kyrgyz Republic,KGZ,1224.14,1224.14,0
2023,2,99,Palestine,PLE,1217.6,1217.6,0
2023,2,100,Kazakhstan,KAZ,1215.16,1215.16,0
2023,2,101,Kosovo,KOS,1202.77,1202.77,0
2023,2,102,India,IND,1200.8,1200.8,0
2023,2,103,Guinea-Bissau,GNB,1197.83,1197.83,0
2023,2,104,Aotearoa New Zealand,NZL,1197.47,1197.47,0
2023,2,105,Mauritania,MTN,1195.25,1195.25,0
2023,2,106,Tajikistan,TJK,1195.07,1195.07,0
2023,2,107,Lebanon,LBN,1192.58,1192.58,0
2023,2,108,Guatemala,GUA,1189.98,1189.98,0
2023,2,109,Madagascar,MAD,1187.63,1187.63,0
2023,2,110,Kenya,KEN,1181.92,1181.92,0
2023,2,111,Mozambique,MOZ,1180.72,1180.72,0
2023,2,112,Congo,CGO,1179.8,1179.8,0
2023,2,113,Thailand,THA,1176.75,1176.75,0
2023,2,114,Azerbaijan,AZE,1174.22,1174.22,0
2023,2,115,Namibia,NAM,1168.38,1168.38,0
2023,2,116,Korea DPR,PRK,1168.12,1168.12,0
2023,2,117,Angola,ANG,1168.05,1168.05,0
2023,2,118,Togo,TOG,1165.74,1165.74,0
2023,2,119,Comoros,COM,1156.45,1156.45,0
2023,2,120,Libya,LBY,1155.23,1155.23,0
2023,2,121,Tanzania,TAN,1155.19,1155.19,0
2023,2,122,Estonia,EST,1149.7,1149.7,0
2023,2,123,Malawi,MWI,1149.4,1149.4,0
2023,2,124,Zimbabwe,ZIM,1144.56,1144.56,0
2023,2,125,Cyprus,CYP,1143.42,1143.42,0
2023,2,126,The Gambia,GAM,1140.06,1140.06,0
2023,2,127,Sierra Leone,SLE,1138.53,1138.53,0
2023,2,128,Sudan,SDN,1128.74,1128.74,0
2023,2,129,Niger,NIG,1127.75,1127.75,0
2023,2,130,Malaysia,MAS,1122.87,1122.87,0
2023,2,131,Central African Republic,CTA,1121.34,1121.34,0
2023,2,132,Solomon Islands,SOL,1113.57,1112.2,1.37
2023,2,133,Rwanda,RWA,1107.04,1107.04,0
2023,2,134,Nicaragua,NCA,1104.26,1104.26,0
2023,2,135,Faroe Islands,FRO,1102.1,1102.1,0
2023,2,136,Kuwait,KUW,1098.07,1098.07,0
2023,2,137,Latvia,LVA,1097.84,1097.84,0
2023,2,138,Lithuania,LTU,1086.93,1086.93,0
2023,2,139,Burundi,BDI,1086.62,1086.62,0
2023,2,140,Philippines,PHI,1086.17,1086.17,0
2023,2,141,Turkmenistan,TKM,1078.25,1078.25,0
2023,2,142,Antigua and Barbuda,ATG,1072.66,1072.66,0
2023,2,143,Suriname,SUR,1071.85,1071.85,0
2023,2,144,Ethiopia,ETH,1068.79,1068.79,0
2023,2,145,Botswana,BOT,1064.5,1064.5,0
2023,2,146,Indonesia,IDN,1064.01,1064.01,0
2023,2,147,St Kitts and Nevis,SKN,1057.05,1057.05,0
2023,2,148,Lesotho,LES,1047.27,1047.27,0
2023,2,149,Eswatini,SWZ,1045.88,1045.88,0
2023,2,150,"Hong Kong, China",HKG,1042.93,1042.93,0
2023,2,151,Dominican Republic,DOM,1040.77,1040.77,0
2023,2,152,Yemen,YEM,1027.94,1027.94,0
2023,2,153,Liberia,LBR,1024.11,1024.11,0
2023,2,154,Chinese Taipei,TPE,1023.93,1023.93,0
2023,2,155,Moldova,MDA,1022.6,1022.6,0
2023,2,156,Singapore,SGP,1020.5,1020.5,0
2023,2,157,Guyana,GUY,1018.14,1018.14,0
2023,2,158,Afghanistan,AFG,1017.68,1017.68,0
2023,2,159,New Caledonia,NCL,1008.92,1004.76,4.16
2023,2,160,Puerto Rico,PUR,1007.19,1007.19,0
2023,2,161,Maldives,MDV,1003.48,1003.48,0
2023,2,162,Myanmar,MYA,1000.46,1000.46,0
2023,2,163,Tahiti,TAH,999.48,994.97,4.51
2023,2,164,Andorra,AND,998,998,0
2023,2,165,Papua New Guinea,PNG,990.61,991.01,-0.4
2023,2,166,South Sudan,SSD,989.29,989.29,0
2023,2,167,St Lucia,LCA,988.67,988.67,0
2023,2,168,Fiji,FIJ,981.26,980.62,0.64
2023,2,169,Cuba,CUB,980.65,980.65,0
2023,2,170,Vanuatu,VAN,980.33,985.26,-4.93
2023,2,171,Bermuda,BER,972.36,972.36,0
2023,2,172,Malta,MLT,967.29,967.29,0
2023,2,173,St Vincent and the Grenadines,VIN,953.47,953.47,0
2023,2,174,Grenada,GRN,950.99,950.99,0
2023,2,175,Nepal,NEP,948.05,948.05,0
2023,2,176,Montserrat,MSR,946.08,946.08,0
2023,2,177,Mauritius,MRI,944.95,944.95,0
2023,2,178,Barbados,BRB,943.8,943.8,0
2023,2,179,Cambodia,CAM,931.47,931.47,0
2023,2,180,Dominica,DMA,922.25,922.25,0
2023,2,181,Chad,CHA,920.37,920.37,0
2023,2,182,Belize,BLZ,918.68,918.68,0
2023,2,183,Bangladesh,BAN,916.75,916.75,0
2023,2,184,Bhutan,BHU,913.02,913.02,0
2023,2,185,Cook Islands,COK,897.3,901.9,-4.6
2023,2,186,Samoa,SAM,896.78,896.28,0.5
2023,2,187,Macau,MAC,896.62,896.62,0
2023,2,188,American Samoa,ASA,890.97,893.67,-2.7
2023,2,189,Laos,LAO,889.62,889.62,0
2023,2,190,Mongolia,MNG,889.16,889.16,0
2023,2,191,São Tomé and Príncipe,STP,888.94,888.94,0
2023,2,192,Djibouti,DJI,881.18,881.18,0
2023,2,193,Aruba,ARU,879.32,879.32,0
2023,2,194,Brunei Darussalam,BRU,870.63,870.63,0
2023,2,195,Pakistan,PAK,856.54,856.54,0
2023,2,196,Tonga,TGA,856.18,853.49,2.69
2023,2,197,Cayman Islands,CAY,851.19,851.19,0
2023,2,198,Somalia,SOM,845.66,845.66,0
2023,2,199,Seychelles,SEY,845.53,845.53,0
2023,2,200,Timor-Leste,TLS,843.4,843.4,0
2023,2,201,Gibraltar,GIB,840.8,840.8,0
2023,2,202,Bahamas,BAH,835.81,835.81,0
2023,2,203,Liechtenstein,LIE,833.01,833.01,0
2023,2,204,Sri Lanka,SRI,822.03,822.03,0
2023,2,205,Guam,GUM,821.91,821.91,0
2023,2,206,Turks and Caicos Islands,TCA,818.57,818.57,0
2023,2,207,British Virgin Islands,VGB,807.57,807.57,0
2023,2,208,US Virgin Islands,VIR,796.78,796.78,0
2023,2,209,Anguilla,AIA,785.69,785.69,0
2023,2,210,San Marino,SMR,741.61,741.61,0
2022,2,1,Brazil,BRA,1840.77,1841.3,-0.53
2024,1,1,Argentina,ARG,1901.48,1860.14,41.34
2024,1,2,France,FRA,1854.91,1837.47,17.44
2024,1,3,Spain,ESP,1835.67,1729.92,105.75
2024,1,4,England,ENG,1812.26,1787.88,24.38
2024,1,5,Brazil,BRA,1785.61,1791.85,-6.24
2024,1,6,Belgium,BEL,1772.44,1797.98,-25.54
2024,1,7,Netherlands,NED,1758.51,1746.66,11.85
2024,1,8,Portugal,POR,1741.43,1747.04,-5.61
2024,1,9,Colombia,COL,1727.32,1669.44,57.88
2024,1,10,Italy,ITA,1714.29,1724.37,-10.08
2024,1,11,Uruguay,URU,1713.15,1663.44,49.71
2024,1,12,Croatia,CRO,1701.31,1728.3,-26.99
2024,1,13,Germany,GER,1686.02,1646.78,39.24
2024,1,14,Morocco,MAR,1669.44,1669.44,0
2024,1,15,Switzerland,SUI,1654.1,1617.24,36.86
2024,1,16,USA,USA,1641.75,1676.52,-34.77
2024,1,17,Mexico,MEX,1635.11,1652.33,-17.22
2024,1,18,Japan,JPN,1628.81,1628.81,0
2024,1,19,Senegal,SEN,1623.34,1623.34,0
2024,1,20,IR Iran,IRN,1611.16,1611.16,0
2024,1,21,Denmark,DEN,1607.52,1610.76,-3.24
2024,1,22,Austria,AUT,1591.56,1560.03,31.53
2024,1,23,Korea Republic,KOR,1572.87,1572.87,0
2024,1,24,Australia,AUS,1571.29,1571.29,0
2024,1,25,Ukraine,UKR,1567.25,1565.37,1.88
2024,1,26,Türkiye,TUR,1533.6,1493.38,40.22
2024,1,27,Ecuador,ECU,1530.44,1517.54,12.9
2024,1,28,Poland,POL,1523.53,1541.49,-17.96
2024,1,29,Sweden,SWE,1522.19,1522.19,0
2024,1,30,Wales,WAL,1521.4,1521.4,0
2024,1,31,Hungary,HUN,1518.77,1529,-10.23
2024,1,32,Serbia,SRB,1506.9,1514.76,-7.86
2024,1,33,Russia,RUS,1506.58,1506.58,0
2024,1,34,Qatar,QAT,1504.06,1504.06,0
2024,1,35,Panama,PAN,1502.55,1482.1,20.45
2024,1,36,Egypt,EGY,1502.34,1502.34,0
2024,1,37,Venezuela,VEN,1501.46,1442.29,59.17
2024,1,38,Côte d'Ivoire,CIV,1499.69,1499.69,0
2024,1,39,Nigeria,NGA,1498.93,1498.93,0
2024,1,40,Canada,CAN,1494.66,1461.74,32.92
2024,1,41,Tunisia,TUN,1494.06,1494.06,0
2024,1,42,Peru,PER,1489.68,1515.01,-25.33
2024,1,43,Chile,CHI,1489.5,1496.13,-6.63
2024,1,44,Slovakia,SVK,1479.07,1467.77,11.3
2024,1,45,Romania,ROU,1474.7,1462.35,12.35
2024,1,46,Algeria,ALG,1474.13,1474.13,0
2024,1,47,Czechia,CZE,1473.46,1506.23,-32.77
2024,1,48,Scotland,SCO,1472.3,1497.18,-24.88
2024,1,49,Costa Rica,CRC,1469.69,1454.2,15.49
2024,1,50,Norway,NOR,1466.48,1466.48,0
2024,1,51,Cameroon,CMR,1458.47,1458.47,0
2024,1,52,Slovenia,SVN,1457.06,1429.74,27.32
2024,1,53,Mali,MLI,1456.74,1456.74,0
2024,1,54,Greece,GRE,1455.95,1455.95,0
2024,1,55,Iraq,IRQ,1433.07,1433.07,0
2024,1,56,Saudi Arabia,KSA,1431.3,1431.3,0
2024,1,57,South Africa,RSA,1415.15,1416.66,-1.51
2024,1,58,Republic of Ireland,IRL,1403.84,1403.84,0
2024,1,59,Jamaica,JAM,1401.56,1442.82,-41.26
2024,1,60,Congo DR,COD,1400.93,1400.93,0
2024,1,61,Uzbekistan,UZB,1397.41,1397.41,0
2024,1,62,Paraguay,PAR,1396.8,1427.11,-30.31
2024,1,63,Finland,FIN,1393.4,1393.4,0
2024,1,64,Ghana,GHA,1381.25,1381.25,0
2024,1,65,Cabo Verde,CPV,1380.53,1380.53,0
2024,1,66,Albania,ALB,1375.49,1379.4,-3.91
2024,1,67,Burkina Faso,BFA,1375.16,1375.16,0
2024,1,68,Jordan,JOR,1374.13,1374.13,0
2024,1,69,United Arab Emirates,UAE,1368.84,1368.84,0
2024,1,70,Georgia,GEO,1361.41,1338.91,22.5
2024,1,71,Iceland,ISL,1353.48,1353.48,0
2024,1,72,North Macedonia,MKD,1348.63,1348.63,0
2024,1,73,Montenegro,MNE,1345.02,1345.02,0
2024,1,74,Northern Ireland,NIR,1341.33,1341.33,0
2024,1,75,Bosnia and Herzegovina,BIH,1332.3,1332.3,0
2024,1,76,Oman,OMA,1326.18,1326.18,0
2024,1,77,Guinea,GUI,1324.8,1324.8,0
2024,1,78,Israel,ISR,1312.54,1312.54,0
2024,1,79,Honduras,HON,1311.48,1313.05,-1.57
2024,1,80,Bahrain,BHR,1302.86,1302.86,0
2024,1,81,El Salvador,SLV,1302.11,1303.65,-1.54
2024,1,82,Bulgaria,BUL,1295.5,1295.5,0
2024,1,83,Gabon,GAB,1288.45,1288.45,0
2024,1,84,Luxembourg,LUX,1276.73,1276.73,0
2024,1,85,Haiti,HAI,1274.46,1274.46,0
2024,1,86,Curaçao,CUW,1272.71,1272.71,0
2024,1,87,China PR,CHN,1267.51,1267.51,0
2024,1,88,Equatorial Guinea,EQG,1260.5,1260.5,0
2024,1,89,Bolivia,BOL,1258.56,1282.43,-23.87
2024,1,90,Angola,ANG,1255.65,1248.94,6.71
2024,1,91,Benin,BEN,1254.18,1254.18,0
2024,1,92,Zambia,ZAM,1249.54,1258.4,-8.86
2024,1,93,Syria,SYR,1246.68,1246.68,0
2024,1,94,Aotearoa New Zealand,NZL,1245.73,1197.68,48.05
2024,1,95,Uganda,UGA,1242.96,1242.96,0
2024,1,96,Palestine,PLE,1231.25,1231.25,0
2024,1,97,Armenia,ARM,1230.79,1230.79,0
2024,1,98,Namibia,NAM,1221.42,1219.83,1.59
2024,1,99,Belarus,BLR,1219.78,1219.78,0
2024,1,100,Trinidad and Tobago,TRI,1219.44,1219.44,0
2024,1,101,Thailand,THA,1218.56,1218.56,0
2024,1,102,Kyrgyz Republic,KGZ,1213.58,1213.58,0
2024,1,103,Tajikistan,TJK,1212.41,1212.41,0
2024,1,104,Mozambique,MOZ,1208.87,1205.82,3.05
2024,1,105,Madagascar,MAD,1203.66,1203.66,0
2024,1,106,Kosovo,KOS,1203.16,1203.16,0
2024,1,107,Guatemala,GUA,1198.84,1199.21,-0.37
2024,1,108,Kenya,KEN,1197.73,1195.45,2.28
2024,1,109,Kazakhstan,KAZ,1193.62,1193.62,0
2024,1,110,Korea DPR,PRK,1183.96,1183.96,0
2024,1,111,Azerbaijan,AZE,1179.88,1179.88,0
2024,1,112,Mauritania,MTN,1177.5,1177.5,0
2024,1,113,Tanzania,TAN,1174.99,1174.99,0
2024,1,114,Guinea-Bissau,GNB,1168.49,1168.49,0
2024,1,115,Vietnam,VIE,1168.02,1168.02,0
2024,1,116,Lebanon,LBN,1167.64,1167.64,0
2024,1,117,Libya,LBY,1165.73,1165.73,0
2024,1,118,Congo,CGO,1162.73,1176.45,-13.72
2024,1,119,Comoros,COM,1159.84,1158.71,1.13
2024,1,120,Togo,TOG,1158.7,1158.7,0
2024,1,121,Sudan,SDN,1152.29,1152.29,0
2024,1,122,Sierra Leone,SLE,1149.4,1149.4,0
2024,1,123,Estonia,EST,1146.47,1146.47,0
2024,1,124,India,IND,1139.39,1139.39,0
2024,1,125,Niger,NIG,1139.21,1125.5,13.71
2024,1,126,Malawi,MWI,1137.83,1137.83,0
2024,1,127,Cyprus,CYP,1136.78,1136.78,0
2024,1,128,Central African Republic,CTA,1129.3,1129.3,0
2024,1,129,Zimbabwe,ZIM,1126.15,1122.54,3.61
2024,1,130,Nicaragua,NCA,1119.88,1119.88,0
2024,1,131,Rwanda,RWA,1114.15,1114.15,0
2024,1,132,The Gambia,GAM,1112.55,1112.55,0
2024,1,133,Indonesia,IDN,1108.73,1108.73,0
2024,1,134,Malaysia,MAS,1107.58,1107.58,0
2024,1,135,Lithuania,LTU,1100.66,1100.66,0
2024,1,136,Kuwait,KUW,1098.42,1098.42,0
2024,1,137,Latvia,LVA,1095.98,1095.98,0
2024,1,138,Faroe Islands,FRO,1093.7,1093.7,0
2024,1,139,Burundi,BDI,1091.24,1091.24,0
2024,1,140,Suriname,SUR,1087.77,1087.77,0
2024,1,141,Solomon Islands,SOL,1075.06,1111.02,-35.96
2024,1,142,Liberia,LBR,1067.05,1067.05,0
2024,1,143,Ethiopia,ETH,1066.16,1066.16,0
2024,1,144,Turkmenistan,TKM,1065.42,1065.42,0
2024,1,145,Botswana,BOT,1063.64,1064.19,-0.55
2024,1,146,St Kitts and Nevis,SKN,1059.53,1059.53,0
2024,1,147,Philippines,PHI,1053.03,1053.03,0
2024,1,148,Antigua and Barbuda,ATG,1052.8,1052.8,0
2024,1,149,Lesotho,LES,1046.54,1050.83,-4.29
2024,1,150,Dominican Republic,DOM,1045.64,1045.64,0
2024,1,151,Afghanistan,AFG,1034.37,1034.37,0
2024,1,152,Moldova,MDA,1033.75,1033.75,0
2024,1,153,Fiji,FIJ,1033.09,983.81,49.28
2024,1,154,Guyana,GUY,1026.61,1026.61,0
2024,1,155,Eswatini,SWZ,1025.28,1025.18,0.1
2024,1,156,Yemen,YEM,1021.24,1021.24,0
2024,1,157,Puerto Rico,PUR,1020.22,1020.22,0
2024,1,158,Tahiti,TAH,1016.83,999.48,17.35
2024,1,159,"Hong Kong, China",HKG,1011.91,1011.91,0
2024,1,160,New Caledonia,NCL,1008.92,1008.92,0
2024,1,161,Singapore,SGP,1008.26,1008.26,0
2024,1,162,Vanuatu,VAN,1005.49,972.14,33.35
2024,1,163,Maldives,MDV,1003.48,1003.48,0
2024,1,164,Andorra,AND,996.05,996.05,0
2024,1,165,Chinese Taipei,TPE,991.34,991.34,0
2024,1,166,Myanmar,MYA,988.98,988.98,0
2024,1,167,Cuba,CUB,984.92,975.01,9.91
2024,1,168,Papua New Guinea,PNG,984.23,985.32,-1.09
2024,1,169,South Sudan,SSD,980.02,980.02,0
2024,1,170,St Lucia,LCA,979.57,979.57,0
2024,1,171,Bermuda,BER,971.15,971.15,0
2024,1,172,Malta,MLT,970.62,970.62,0
2024,1,173,Grenada,GRN,953.67,953.67,0
2024,1,174,St Vincent and the Grenadines,VIN,938.4,938.4,0
2024,1,175,Nepal,NEP,935.93,935.93,0
2024,1,176,Montserrat,MSR,934.46,934.46,0
2024,1,177,Barbados,BRB,932.64,932.64,0
2024,1,178,Chad,CHA,929.97,929.97,0
2024,1,179,Mauritius,MRI,927.94,927.94,0
2024,1,180,Cambodia,CAM,924.52,924.52,0
2024,1,181,Dominica,DMA,912.93,912.93,0
2024,1,182,Bhutan,BHU,904.1,904.1,0
2024,1,183,Belize,BLZ,901.43,901.43,0
2024,1,184,Bangladesh,BAN,896.67,896.67,0
2024,1,185,Macau,MAC,896.62,896.62,0
2024,1,186,Cook Islands,COK,896.59,896.59,0
2024,1,187,American Samoa,ASA,890.97,890.97,0
2024,1,188,Laos,LAO,889.62,889.62,0
2024,1,189,Mongolia,MNG,884.92,884.92,0
2024,1,190,Brunei Darussalam,BRU,881.73,881.73,0
2024,1,191,São Tomé and Príncipe,STP,878.09,878.09,0
2024,1,192,Samoa,SAM,876.45,920.54,-44.09
2024,1,193,Djibouti,DJI,875.13,875.13,0
2024,1,194,Aruba,ARU,873.9,873.9,0
2024,1,195,Cayman Islands,CAY,855.43,865.34,-9.91
2024,1,196,Timor-Leste,TLS,843.4,843.4,0
2024,1,197,Pakistan,PAK,842.59,842.59,0
2024,1,198,Gibraltar,GIB,836.14,836.14,0
2024,1,199,Liechtenstein,LIE,835.83,835.83,0
2024,1,200,Tonga,TGA,833.12,833.12,0
2024,1,201,Seychelles,SEY,831.19,831.96,-0.77
2024,1,202,Somalia,SOM,829.81,829.81,0
2024,1,203,Bahamas,BAH,823.58,823.58,0
2024,1,204,Guam,GUM,821.91,821.91,0
2024,1,205,Sri Lanka,SRI,820.32,820.32,0
2024,1,206,Turks and Caicos Islands,TCA,817.03,817.03,0
2024,1,207,British Virgin Islands,VGB,801.29,801.29,0
2024,1,208,US Virgin Islands,VIR,797.29,797.29,0
2024,1,209,Anguilla,AIA,779.86,779.86,0
2024,1,210,San Marino,SMR,739.64,739.64,0
2021,2,1,Belgium,BEL,1828.45,1828.45,0
2020,2,1,Belgium,BEL,1780,1780,0
2019,2,1,Belgium,BEL,1765,1765,0
2018,2,1,Belgium,BEL,1727,1727,0
2017,2,1,Germany,GER,1602,1602,0
2016,2,1,Argentina,ARG,1634,1634,0
2015,2,1,Belgium,BEL,1494,1440,54
2014,2,1,Germany,GER,1725,1725,0
2013,2,1,Spain,ESP,1507,1507,0
2012,2,1,Spain,ESP,1606,1564,42
2011,2,1,Spain,ESP,1564,1564,0
2010,2,1,Spain,ESP,1887,1920,-33
2009,2,1,Spain,ESP,1627,1622,5
2008,2,1,Spain,ESP,1663,1657,6
2007,2,1,Argentina,ARG,1523,1523,0
2006,2,1,Brazil,BRA,1588,1588,0
2005,2,1,Brazil,BRA,840,841,-1
2004,2,1,Brazil,BRA,843,847,-4
2003,2,1,Brazil,BRA,848,852,-4
2002,2,1,Brazil,BRA,856,857,-1
2001,2,1,France,FRA,812,811,1
2000,2,1,Brazil,BRA,821,818,3
1999,2,1,Brazil,BRA,839,838,1
2022,2,2,Argentina,ARG,1838.38,1773.88,64.5
2022,2,3,France,FRA,1823.39,1759.78,63.61
2022,2,4,Belgium,BEL,1781.3,1816.71,-35.41
2022,2,5,England,ENG,1774.19,1728.47,45.72
2022,2,6,Netherlands,NED,1740.92,1694.51,46.41
2022,2,7,Croatia,CRO,1727.62,1645.64,81.98
2022,2,8,Italy,ITA,1723.56,1726.14,-2.58
2022,2,9,Portugal,POR,1702.54,1676.56,25.98
2022,2,10,Spain,ESP,1692.71,1715.22,-22.51
2022,2,11,Morocco,MAR,1672.35,1563.5,108.85
2022,2,12,Switzerland,SUI,1655.02,1635.92,19.1
2022,2,13,USA,USA,1652.74,1627.48,25.26
2022,2,14,Germany,GER,1646.91,1650.21,-3.3
2022,2,15,Mexico,MEX,1635.78,1644.89,-9.11
2022,2,16,Uruguay,URU,1627.45,1638.71,-11.26
2022,2,17,Colombia,COL,1612.78,1611.04,1.74
2022,2,18,Denmark,DEN,1608.11,1666.57,-58.46
2022,2,19,Senegal,SEN,1603.98,1584.38,19.6
2022,2,20,Japan,JPN,1593.08,1559.54,33.54
2022,2,21,Peru,PER,1564.3,1561.01,3.29
2022,2,22,Poland,POL,1559.83,1548.59,11.24
2022,2,23,Sweden,SWE,1558.45,1553.33,5.12
2022,2,24,IR Iran,IRN,1551.73,1564.61,-12.88
2022,2,25,Korea Republic,KOR,1539.49,1530.3,9.19
2022,2,26,Ukraine,UKR,1536.99,1536.99,0
2022,2,27,Australia,AUS,1533.97,1488.72,45.25
2022,2,28,Wales,WAL,1530.28,1569.82,-39.54
2022,2,29,Serbia,SRB,1526.46,1563.62,-37.16
2022,2,30,Tunisia,TUN,1526.2,1507.54,18.66
2022,2,31,Chile,CHI,1506.91,1509.61,-2.7
2022,2,32,Costa Rica,CRC,1500.18,1503.59,-3.41
2022,2,33,Cameroon,CMR,1499.3,1471.44,27.86
2022,2,34,Austria,AUT,1497.24,1492.95,4.29
2022,2,35,Nigeria,NGA,1494.32,1498.47,-4.15
2022,2,36,Hungary,HUN,1493.33,1492.2,1.13
2022,2,37,Russia,RUS,1491.26,1496.11,-4.85
2022,2,38,Czechia,CZE,1490.61,1492.21,-1.6
2022,2,39,Egypt,EGY,1490.34,1486.44,3.9
2022,2,40,Algeria,ALG,1486.72,1489.1,-2.38
2022,2,41,Ecuador,ECU,1477.32,1464.39,12.93
2022,2,42,Scotland,SCO,1476.94,1479.53,-2.59
2022,2,43,Norway,NOR,1475.05,1473.04,2.01
2022,2,44,Türkiye,TUR,1465.38,1460.14,5.24
2022,2,45,Mali,MLI,1449.05,1448.85,0.2
2022,2,46,Paraguay,PAR,1445.06,1448.77,-3.71
2022,2,47,Côte d'Ivoire,CIV,1441.49,1443.06,-1.57
2022,2,48,Republic of Ireland,IRL,1438.59,1440.19,-1.6
2022,2,49,Saudi Arabia,KSA,1438.13,1437.78,0.35
2022,2,50,Burkina Faso,BFA,1434.81,1432.25,2.56
2022,2,51,Greece,GRE,1433.59,1437.6,-4.01
2022,2,52,Romania,ROU,1432.64,1434.68,-2.04
2022,2,53,Canada,CAN,1431.64,1475,-43.36
2022,2,54,Slovakia,SVK,1425.58,1425.59,-0.01
2022,2,55,Venezuela,VEN,1406.1,1404.37,1.73
2022,2,56,Finland,FIN,1405.71,1405.6,0.11
2022,2,57,Bosnia and Herzegovina,BIH,1403.51,1403.51,0
2022,2,58,Ghana,GHA,1400.02,1393,7.02
2022,2,59,Northern Ireland,NIR,1396.55,1396.55,0
2022,2,60,Qatar,QAT,1393.56,1439.89,-46.33
2022,2,61,Panama,PAN,1391.7,1393.28,-1.58
2022,2,62,Slovenia,SVN,1389.06,1384.04,5.02
2022,2,63,Iceland,ISL,1380.35,1384.41,-4.06
2022,2,64,Jamaica,JAM,1379.29,1378.86,0.43
2022,2,65,North Macedonia,MKD,1355.28,1358.51,-3.23
2022,2,66,Albania,ALB,1353.03,1354.11,-1.08
2022,2,67,South Africa,RSA,1350.36,1349.59,0.77
2022,2,68,Iraq,IRQ,1342.39,1343.01,-0.62
2022,2,69,Montenegro,MNE,1339.15,1341.03,-1.88
2022,2,70,United Arab Emirates,UAE,1338.48,1337.57,0.91
2022,2,71,Bulgaria,BUL,1336.71,1335.36,1.35
2022,2,72,Cabo Verde,CPV,1336.05,1336.05,0
2022,2,73,Congo DR,COD,1333.92,1333.92,0
2022,2,74,El Salvador,SLV,1326.86,1330.51,-3.65
2022,2,75,Oman,OMA,1321.24,1320.29,0.95
2022,2,76,Israel,ISR,1315.67,1316.55,-0.88
2022,2,77,Uzbekistan,UZB,1312.64,1309.98,2.66
2022,2,78,Georgia,GEO,1305.98,1307.34,-1.36
2022,2,79,Gabon,GAB,1305.47,1301.84,3.63
2022,2,80,China PR,CHN,1305.06,1305.06,0
2022,2,81,Honduras,HON,1300.78,1301.98,-1.2
2022,2,82,Bolivia,BOL,1294.96,1296.28,-1.32
2022,2,83,Guinea,GUI,1290.47,1290.47,0
2022,2,84,Jordan,JOR,1289.99,1289.99,0
2022,2,85,Bahrain,BHR,1280.27,1280.64,-0.37
2022,2,86,Curaçao,CUW,1278.64,1278.64,0
2022,2,87,Haiti,HAI,1269.07,1269.07,0
2022,2,88,Zambia,ZAM,1265.15,1267.41,-2.26
2022,2,89,Uganda,UGA,1260.69,1260.69,0
2022,2,90,Syria,SYR,1251.46,1255.92,-4.46
2022,2,91,Benin,BEN,1247.47,1247.47,0
